Year;The organization works (1 - works, 0 - no);The organization receives agricultural production from the activity (1 - yes, 0 - no);Number of workers last year, persons;Average monthly salary of workers last year;Size of acreage last year, hectare;Conditional livestock of farm animals last year, heads;Quantity of agricultural machinery last year, pieces;Cost of fixed assets of the organization last year;Costs of production of the organization last year;Prime cost of the made agricultural production last year;Proceeds from sales of the made agricultural production last year;Profit on realization of the made agricultural production last year
2016;1;1;7;14642.85714;662;40;10;7705;8738;5827;7958;2131
2016;1;1;5;15233.33333;616;205;2;21155;8376;2768;2850;82
2016;1;1;4;7979.166667;150;0;5;4663;1154;1132;2002;870
2016;1;1;14;15005.95238;430;211;7;4225;9570;5775;5810;35
2016;1;1;13;15583.33333;575;210;10;24044;13485;7902;6550;-1352
2016;1;1;80;20001.04167;14890;0;41;220104;156019;180063;218633;39573
2016;1;1;8;15645.83333;3318;518.21;14;66110;25088;15725;15183;-498
2016;1;1;25;14646.66667;2870;660;11;20136;38707;23568;27980;4412
2016;1;1;7;15154.7619;2148;0;8;35510;25443;-24423;25859;5430
2016;1;1;6;14097.22222;461;0;7;5521;8690;8025;11301;3276
2016;1;1;1;25333.33333;1720;0;0;0;1152;6448;4996;-1452
2016;1;1;107;19294.39252;17620;0;14;14905;279368;212635;264553;52012
2016;1;1;10;15433.33333;1997;185;5;24466;15069;10226;9496;-539
2016;1;1;1;14250;1114;0;1;2810;3570;1428;1860;432
2016;1;1;3;15000;2166;98;5;11234;15089;8793;10723;1930
2016;1;1;5;16916.66667;4536;0;12;25288;27747;20492;17853;-2639
2016;1;1;21;15936.50794;5495;824;13;106288;139091;68496;80049;12151
2016;1;1;48;16656.25;2215;0;11;83254;55989;42916;43580;664
2016;1;1;24;15038.19444;1726;0;9;20556;27192;28341;27183;-1158
2016;1;1;2;11750;183;0;3;185;733;764;830;66
2016;1;1;14;14202.38095;1106;0;13;21002;12209;10921;14605;3684
2016;1;1;14;9761.904762;2285;0;8;23464;11948;4581;5479;898
2016;1;1;48;16656.25;2215;0;11;83254;55989;42916;43580;664
2016;1;1;3;15000;1998;0;13;19767;8970;7310;7708;398
2016;1;1;10;15125;2392;0;9;37117;17856;4525;5600;1075
2016;1;1;17;9656.862745;3723;86;8;26119;22266;16884;19027;2143
2016;1;0;14;9892.857143;1926;152;7;14950;19403;15885;16803;918
2016;1;1;1;13166.66667;825;0;5;6067;953;677;723;46
2016;1;1;7;10357.14286;700;71;10;4947;4463;3241;3524;283
2016;1;1;3;10527.77778;0;79;0;0;1805;1917;2128;211
2016;1;1;8;15572.91667;575;0;6;1786;5032;5041;6472;1431
2016;1;1;7;9464.285714;864;66;6;792;4187;3100;2748;-352
2016;1;1;139;23540.16787;3350;1399;47;224462;160566;108432;119792;11360
2016;1;1;37;9506.756757;2403;729;20;33240;37936;25319;27331;2012
2016;1;1;26;12862.17949;600;375;0;7397;18269;16562;15027;-1535
2016;1;1;31;13583.33333;2350;0;5;6536;25560;27894;21819;-6075
2016;1;1;4;59625;2500;0;2;51192;18027;15396;15440;44
2016;1;1;7;11250;1270;0;13;31647;9133;7426;6151;-1275
2016;1;1;12;8763.888889;1456;0;10;22316;10293;7577;10130;2553
2016;1;1;53;13485.84906;5666;0;32;95507;58847;39477;54504;15027
2016;1;1;51;12720.58824;3632;440;22;50607;41220;25556;26788;1232
2016;1;1;160;15088.02083;7008;1317;48;181918;118260;82305;86693;4388
2016;1;1;104;14346.95513;6930;659;38;73152;82917;50801;65170;14369
2016;1;1;1;2333.333333;89;0;2;639;100;-100;93;0
2016;1;1;16;14973.95833;2062;554.16;10;79889;49749;-26017;30332;0
2016;1;1;42;14482.14286;3760;663;30;51656;41027;-22338;17968;0
2016;1;1;4;8145.833333;1772;0;13;8436;1308;-555;450;0
2016;1;1;2;9625;1690;0;8;9114;886;-886;541;0
2016;1;1;1;12000;800;0;3;13631;303;-156;200;0
2016;1;1;2;16333.33333;1005;0;4;5938;2154;-2025;1345;0
2016;1;1;10;15075;3344;93;13;25706;7169;-2865;2588;0
2016;1;1;4;17083.33333;2336;312;21;30936;12098;-10281;7373;0
2016;1;1;4;14395.83333;1831;301;3;27597;15602;-10047;7588;0
2016;1;1;23;7717.391304;2432;291;21;27644;16180;7103;6494;-609
2016;1;1;10;9300;1147;135;15;12793;6494;3774;3891;117
2016;1;1;5;8683.333333;1617;0;2;4334;5558;4408;2068;-2340
2016;1;1;4;9937.5;351;50;5;7685;2310;1474;1080;-394
2016;1;1;1;4583.333333;365;0;0;1341;600;185;166;-19
2016;1;1;7;9107.142857;310;0;4;2044;1228;774;900;126
2016;1;1;7;14976.19048;1885;255;2;11417;6875;2485;5185;2700
2016;1;1;64;15126.30208;2697;970;28;120050;65331;39895;43352;3457
2016;1;1;86;13142.44186;2598;903;33;70308;62940;41944;40105;-1839
2016;1;1;20;7445.833333;2896;226;15;19944;15245;7333;6890;-443
2016;1;1;165;22376.26263;4087;1957;43;334675;182683;111558;154240;42682
2016;1;1;55;15177.27273;2590;706;5;22565;34770;25826;26978;1152
2016;1;1;76;16821.27193;2505;761;41;65971;54353;32324;40134;7810
2016;1;1;47;15592.19858;2608;581;27;47331;39095;22160;22043;-117
2016;1;1;2;15541.66667;638;57;9;5102;2689;2056;1447;-609
2016;1;1;9;11518.51852;367;138;12;10555;7648;5635;5171;-464
2016;1;1;21;14626.98413;2390;433;18;22284;22249;14126;12312;-1814
2016;1;1;64;14317.70833;1517;666;19;65105;50562;31705;33593;1888
2016;1;1;5;11483.33333;870;116;9;24689;7212;5511;5057;-454
2016;1;1;40;18645.83333;710;391;11;41568;24286;17110;18863;1753
2016;1;1;72;15209.49074;2392;882;27;68024;70554;39119;44987;5868
2016;1;1;36;15032.40741;1410;228;21;60580;27910;23127;26903;3776
2016;1;1;3;9138.888889;926;0;3;10772;7071;6096;5864;-232
2016;1;1;20;15066.66667;685;197;16;19096;14335;8056;10304;2248
2016;1;1;3;8888.888889;164;0;3;862;780;1045;1126;81
2016;1;1;4;10104.16667;1102;0;7;22792;6645;7938;7522;-416
2016;1;1;45;15025.92593;4751;810;31;96671;51506;30437;34588;4151
2016;1;1;21;15531.74603;1910;302;16;38453;17878;12572;9613;-2959
2016;1;1;15;14877.77778;1760;631;13;74317;29694;22803;27069;4266
2016;1;1;31;15284.94624;1550;536;18;37977;30786;23004;23934;930
2016;1;1;4;16166.66667;1116;98;3;21228;4671;2488;3107;619
2016;1;1;8;15291.66667;2103;12;0;0;3866;2839;2556;-283
2016;1;1;1;25750;1100;114;9;5277;6311;5309;5678;369
2016;1;1;4;12166.66667;2240;65;0;1570;4040;2214;1543;-671
2016;1;0;4;9083.333333;1088;0;6;152;2186;1608;1928;320
2016;1;1;1;12000;64;0;0;200;517;262;409;147
2016;1;1;12;9631.944444;3811;0;9;21185;10648;8998;9452;454
2016;1;1;110;11345.45455;4291;589;24;109971;67128;46016;43071;-2945
2016;1;1;58;9579.022989;8202;700;33;136003;94659;50433;57038;6605
2016;1;1;2;875;1808;247;0;1913;15974;8894;8998;104
2016;1;1;85;19131.37255;2190;647;42;83495;61786;40727;49217;8490
2016;1;1;11;10530.30303;2522;0;13;8133;5970;5729;5134;-595
2016;1;1;23;9583.333333;3745;0;18;42940;12518;2392;3366;974
2016;1;1;8;15104.16667;1421;0;8;34939;18905;12668;22707;10039
2016;1;1;13;38961.53846;2615;0;5;284477;58691;20413;49943;29350
2016;1;1;1;9500;1271;0;0;4885;995;995;855;-140
2016;1;1;215;12985.65891;23526;1540.34;18;55086;235994;129895;155596;25701
2016;1;1;17;11058.82353;1635;210;10;9173;7653;4343;3878;-465
2016;1;1;69;15067.63285;2866;1035;19;114621;55761;36211;37416;1205
2016;1;1;100;15219.16667;3360;1123;35;158042;99731;52043;52786;743
2016;1;1;4;10208.33333;450;0;8;10973;3920;1087;1087;0
2016;1;1;67;11970.14925;2490;1088;27;52839;36423;24443;23428;-1015
2016;1;1;4;8937.5;1101;0;5;97081;1866;815;1113;298
2016;1;1;13;11089.74359;0;0;0;7015;4127;6288;4181;-2107
2015;1;1;104;8648.237179;1151;1274;21;70202;69161;42065;45340;3275
2015;1;1;20;13020.83333;4981;491;18;44358;28181;19911;17832;-2079
2015;1;1;7;9654.761905;752;0;6;1720;3821;3437;3383;-54
2015;1;1;20;11016.66667;1137;264;8;21617;15113;12157;11601;-556
2015;1;1;32;16343.75;3148;0;22;85251;55071;29283;31450;2167
2015;1;0;1;7500;1863;0;12;58774;652;652;800;148
2015;1;1;80;10376.04167;5097;896;23;150594;121342;59089;63521;4432
2015;0;0;23;7373.188406;1311;222;27;94874;17595;18350;4684;-13666
2015;1;1;41;15526.42276;3812;901;25;104177;83720;49800;53419;3619
2015;1;1;48;10951.38889;1539;299;22;33783;26294;13977;13650;-327
2015;1;1;57;14122.80702;3400;0;0;2024;35092;32827;31676;-1151
2015;1;1;10;8616.666667;1067;406.6;6;15652;11873;11407;13267;1860
2015;1;1;13;11628.20513;700;22.44;4;31869;11470;6188;5832;-356
2015;1;1;5;8750;1346;0;0;2678;5017;4456;5256;800
2015;1;1;4;13937.5;3500;0;4;41081;16696;13280;14050;770
2015;1;1;114;18911.54971;3335;1065;16;78998;106361;72061;75095;3034
2015;1;1;163;17128.32311;5384;2036;30;519235;197634;133279;157133;23854
2015;1;1;50;15633.33333;1300;831;7;96273;72311;51140;46154;-4986
2015;1;1;79;34372.36287;7079;0;32;609638;216068;221730;335068;113338
2015;1;1;40;17458.33333;1369;0;7;146424;54976;22009;45017;23008
2015;1;1;9;12759.25926;1954;0;0;17560;19134;15872;17346;1474
2015;1;1;16;8364.583333;1095;0;9;132360;51785;44221;61256;17035
2015;1;1;5;9433.333333;446;0;13;103643;25977;22714;62051;39337
2015;1;1;20;7912.5;685;434;0;8295;23880;18904;18003;-901
2015;1;1;3;9611.111111;263;0;9;14301;3313;4740;7366;2626
2015;1;1;14;10994.04762;646;0;11;22771;8413;7779;5055;-2724
2015;1;0;17;9382.352941;344;0;9;10519;7875;6749;7830;1081
2015;1;1;4;8833.333333;123;0;2;2994;2761;1419;1568;149
2015;1;1;2;10333.33333;135;0;3;4056;2841;2049;2770;721
2015;1;1;2;9000;148;0;2;5539;2501;1824;2106;282
2015;1;1;7;9380.952381;308;0;6;20291;6902;5963;12623;6660
2015;1;1;2;10166.66667;104;0;2;1645;1003;472;652;180
2015;1;1;7;8071.428571;305;0;11;3802;3372;3970;6797;2827
2015;1;1;3;6166.666667;257;0;8;8174;2533;1355;1963;608
2015;1;1;55;16407.57576;2212;944;21;208628;113549;70164;68348;-1816
2015;1;1;28;14038.69048;490;270;13;50106;30246;18727;18906;179
2015;1;1;14;10398.80952;3965;0;27;238134;45827;42943;37416;-5527
2015;1;1;94;19772.16312;4919;1084;25;214282;121794;83846;90518;6672
2015;1;1;99;13244.94949;4491;594;32;255834;103154;71378;88209;16831
2015;1;1;143;19044.28904;1139;0;16;244435;295383;287336;304453;17117
2015;1;1;91;16608.05861;3570;1897;31;594598;286223;207613;173501;-34112
2015;1;0;20;16458.33333;580;0;24;96696;17732;14295;29488;15193
2015;1;1;99;18059.76431;3120;1058;23;186437;127411;93358;107026;13668
2015;1;1;102;9575.980392;3791;2304;11;483362;192159;171155;183783;12628
2015;1;1;46;8237.318841;2567;702;4;47750;33845;24936;24030;-906
2015;1;1;4;8166.666667;437;0;6;3280;4424;4330;4297;-33
2015;1;1;30;11075;3883;0;17;61023;55892;39607;48693;9086
2015;1;1;4;8458.333333;666;0;3;19731;4015;4370;5274;904
2015;1;1;4;8562.5;70;0;2;4733;5833;5109;6250;1141
2015;1;1;130;14653.20513;3714;1267;22;294212;272029;146451;227478;81027
2015;1;1;50;14136.66667;4240;0;15;628535;73113;76435;130938;54503
2015;1;1;22;9810.606061;0;588;6;32053;43920;44391;41088;-3303
2015;1;1;92;15154.8913;4854;553;21;53595;80693;47243;46669;-574
2015;1;1;118;14883.47458;7680;1050;51;324517;127495;87971;82224;-5747
2015;1;1;106;14538.52201;6352;813;18;67313;89677;60390;69830;9440
2015;1;1;125;10185.33333;6776;984;33;295712;88748;74920;59608;-15312
2015;1;1;97;11146.04811;3574;636;25;113186;92073;45378;46381;1003
2015;1;1;10;12308.33333;1357;236;5;35510;7691;9119;11603;2484
2015;1;1;4;8083.333333;974;0;4;10274;3409;6047;1910;-4137
2015;1;1;70;11225;2285;681;26;21612;44976;28646;33165;4519
2015;1;1;473;17133.01621;12988;3282.08;94;391471;489761;258658;314948;56290
2015;1;1;5;5083.333333;1530;0;0;3217;1463;999;395;-604
2015;1;1;3;3166.666667;70;11;0;2646;396;133;704;571
2015;1;1;36;8634.259259;3318;413;10;49771;21341;19276;17989;-1287
2015;1;1;2;208.3333333;0;10;0;6060;289;182;161;-21
2015;1;1;43;16540.69767;1800;0;6;103156;47396;71349;47576;-23773
2015;1;1;78;20861.11111;11387;859;46;205094;159564;69050;70983;1933
2015;1;1;41;15676.82927;1370;343;15;57232;35191;23533;21747;-1786
2015;1;0;17;9352.941176;418;0;5;29899;14659;12986;17375;4389
2015;1;1;1040;18228.28526;0;0;51;752312;1938965;964569;1275652;311083
2015;1;1;53;11001.57233;3836;452;11;33593;39689;25535;33156;7621
2015;1;1;4;21500;50;0;3;7097;3336;1850;5187;3337
2015;1;1;159;22817.08595;3905;9870.3;18;618714;292969;250796;251377;581
2015;1;1;1.5;12555.55556;380;0;0;0;10204;16856;17775;919
2015;1;1;80;14464.58333;3017;583;12;336810;78264;52583;71085;18502
2015;1;1;2;13666.66667;2264;0;0;550;2183;1812;1862;50
2015;1;1;4;7916.666667;255;0;4;14333;3261;3204;3139;-65
2015;1;1;26;15173.07692;1250;0;5;80555;23822;22123;14918;-7205
2015;1;1;17;9563.72549;1382;0;5;17615;7687;7524;7870;346
2015;1;1;121;17731.40496;2818;972;6;101679;130319;93794;95121;1327
2015;1;1;37;9259.009009;4357;506;12;26853;16707;13182;11421;-1761
2015;1;1;15;11594.44444;2704;297;12;18373;16704;13088;15030;1942
2015;1;1;75;18512.22222;4487;1058;28;152435;91592;63612;70458;6846
2015;1;1;5;6883.333333;75;15;0;0;1111;1002;729;-273
2015;1;1;63;14781.74603;3782;1125;24;100418;69326;44473;44473;0
2015;1;1;5;7800;70;15;0;21741;1249;1249;443;-806
2015;1;1;102;12585.78431;7273;0;50;140677;88893;79745;113253;33508
2015;1;1;86;13035.85271;4405;1794;24;197898;113443;69923;72803;2880
2015;1;1;6;8500;619;269;13;29601;11798;7983;10041;2058
2015;1;1;18;11259.25926;1341;60;14;54148;17767;7319;9184;1865
2015;1;1;74;13903.15315;3592;1063;21;43740;51077;33504;32230;-1274
2015;1;1;202;12502.06271;5514;1684;25;215635;243734;196974;219194;22220
2015;1;1;54;13655.8642;3509;847;21;34111;45731;24709;27024;2315
2015;1;1;44;13621.21212;4444;890;14;111777;94548;63868;65280;1412
2015;1;1;114;12252.92398;8332;1027;37;253646;120666;98638;86132;-12506
2015;1;1;76;10976.97368;0;3428.04;2;79999;120085;102496;86535;-15961
2015;1;1;5;7383.333333;0;15;0;1881;1243;1243;335;-908
2015;1;1;62;17818.54839;67;0;3;120700;141230;132400;143694;11294
2015;1;0;4;7666.666667;4770;8.16;0;30;1431;553;695;142
2015;1;1;41;9794.715447;5312;0;11;21296;45237;7835;10238;2403
2015;1;1;236;17159.25141;11890;3809;74;630823;506655;357218;379563;22345
2015;1;1;71;16208.92019;8778;27;23;87724;67267;48537;53361;4824
2015;1;1;44;8613.636364;3111;795;30;40590;43507;32773;38426;5653
2015;1;1;3;11916.66667;1319;0;9;470;2407;3067;2759;-308
2015;1;1;6;72777.77778;3370;0;3;28648;14907;0;0;0
2015;1;1;4;5104.166667;1504;0;11;2638;1033;466;480;14
2015;1;1;4;3854.166667;436;11;2;1181;483;328;199;129
2015;1;1;61;15148.9071;2833;1092;31;168937;102957;80753;82829;2076
2015;1;1;68;11607.84314;2279;585;14;50855;59810;29537;23067;-6470
2015;1;1;98;13416.66667;2776;813;18;92030;64094;39429;29890;-9539
2015;1;1;93;11431.89964;7630;588;11;91115;66089;54975;30486;-24489
2015;1;1;6;8250;1210;0;2;1762;2495;2045;2101;56
2015;1;1;2;8250;304;0;0;355;867;271;250;-21
2015;1;1;19;7929.824561;2654;223.1;11;19783;11701;5709;6506;797
2015;1;0;9;7564.814815;1200;118.02;4;359;4350;3868;3160;-708
2015;1;1;17;8294.117647;1012;155;6;8758;5294;4387;3840;-547
2015;1;1;10;8700;416;80;4;11525;2998;1897;1702;-195
2015;1;1;37;14740.99099;3592;778;11;52880;24260;18622;13184;-5438
2015;1;1;29;11215.51724;3060;357;9;20142;9427;6578;5174;-1404
2015;1;0;3;7500;0;0;0;8664;552;552;556;4
2015;1;1;1412;23329.73324;2125;669;135;1926466;2781256;1617852;2152940;535088
2015;1;1;163;16917.68916;363;0;12;145843;145011;121958;116453;-5505
2015;1;1;299;23559.64326;0;35464.44;20;310058;751785;626821;683185;56364
2015;1;1;37;21463.96396;1701;420;1;19359;39485;23050;26381;3331
2015;1;0;7;11690.47619;0;0;0;31954;28411;18530;21701;3171
2015;1;1;22;11367.42424;2260;175;7;17014;14485;13570;10401;-3169
2015;1;0;6;11458.33333;913;0;2;12535;6551;7180;2088;-5092
2015;1;1;44;11570.07576;2070;429;13;53974;24143;14203;12463;-1740
2015;1;1;5;8016.666667;525;85;0;2261;4988;2846;2906;60
2015;1;1;152;17157.34649;6585;1152;26;209300;189753;111594;117461;5867
2015;1;1;17;9392.156863;1570;151;12;19513;8050;6037;4272;-1765
2015;1;1;2;8125;1243;51;9;2005;2458;1208;935;-273
2015;1;1;1;8000;2226;0;0;0;328;185;149;-36
2015;1;1;4;7958.333333;1546;226;9;10871;6977;4308;3711;-597
2015;1;0;1;7833.333333;2229;0;8;12872;983;983;838;-145
2015;1;1;7;9857.142857;1432;62;5;8758;4039;5606;2630;-2976
2015;1;1;73;13101.59817;2667;989;22;52196;46058;30654;31691;1037
2015;1;1;9;8416.666667;1511;224;9;10211;5373;4377;2204;-2173
2015;1;1;8;9020.833333;2259;58;6;3937;2683;2013;1127;-886
2015;1;1;4;3937.5;3710;0;1;1402;670;757;520;-237
2015;1;1;20;8066.666667;1002;222;8;5152;8635;4481;3645;-836
2015;1;1;4;7062.5;2205;0;2;5678;883;560;457;-103
2015;1;1;2;9000;1611;0;1;2623;794;422;333;-89
2015;1;1;6;11430.55556;1259;0;13;12105;2025;1064;545;-519
2015;1;1;1;3416.666667;2005;0;10;2534;288;193;122;-71
2015;1;0;7;8738.095238;500;0;2;237;1711;441;463;22
2015;1;1;706;18475.21246;16378;15623.82;156;1143467;765150;449562;411009;-38553
2015;1;1;8;16864.58333;2387;302;0;11674;10954;7975;8802;827
2015;1;0;9;13787.03704;0;0;4;12199;5740;4127;4283;156
2015;1;1;12;10180.55556;695;110;0;4407;4450;3673;3040;-633
2015;1;1;38;12857.45614;1310;255;12;42225;18722;19039;13169;-5870
2015;1;1;3;7722.222222;2847;31;0;3445;1504;1669;357;-1312
2015;1;1;5;8166.666667;37;111;2;42492;5340;5099;5272;173
2015;1;1;1;6666.666667;432;75;1;5773;1284;221;135;-86
2015;1;0;11;21560.60606;0;0;6;18482;8004;7649;2366;-5283
2015;1;1;148;15520.83333;5956;2730;37;207556;136009;80474;100852;20378
2015;1;1;274;14159.97567;7586;3091;67;330149;240999;168052;153314;-14738
2015;1;1;143;17919.58042;4644;1733;34;175223;123178;67175;74998;7823
2015;1;1;5;5466.666667;1840;0;2;5892;1101;609;380;-229
2015;1;1;4;7000;811;0;8;564;918;872;775;-97
2015;1;1;77;11648.2684;3074;737;19;64209;49573;30140;30136;-4
2015;1;1;47;10156.02837;3386;356;4;23246;24260;18032;15907;-2125
2015;1;1;5;4816.666667;816;20;1;4001;4104;1904;2165;261
2015;1;1;83;16965.86345;1575;545;29;108770;90598;54384;71490;17106
2015;1;1;5;10950;88;0;0;2200;1762;1678;1712;34
2015;1;1;213;21791.47105;3169;1684;36;179565;197189;123942;124624;682
2015;1;1;54;28654.32099;2261;0;4;140934;114556;105545;108469;2924
2015;1;1;6;10236.11111;277;0;6;2270;6780;4420;7037;2617
2015;1;1;55;10675.75758;1150;514;26;61165;32405;24866;28899;4033
2015;1;1;3;9111.111111;47;0;6;2109;1476;854;906;52
2015;1;1;3;10166.66667;248;0;1;2135;4174;3303;4589;1286
2015;1;1;82;16242.88618;2912;1499.52;21;173157;70427;51865;37622;-14243
2015;1;1;16;11234.375;379;0;8;26324;14533;10118;16760;6642
2015;1;1;39;10228.63248;930;206;14;20545;16422;12910;12383;-527
2015;1;1;133;16564.53634;2200;1120;30;134234;113625;71480;79672;8192
2015;1;1;14;17827.38095;479;0;7;21692;9245;5355;5436;81
2015;1;1;240;22893.05556;3334;1908;39;230515;227690;153542;171392;17850
2015;1;1;195;19935.47009;2673;888;52;212547;175270;125258;185926;60668
2015;1;1;50;16185;4496;322;35;114030;47986;30689;30443;-246
2015;1;1;166;22665.66265;3648;1591;41;268183;222386;144508;152776;8268
2015;1;1;138;21736.71498;5834;1872;40;787629;207438;137511;137009;-502
2015;1;1;102;30777.77778;3898;1871.94;32;361338;195564;131120;176048;44928
2015;1;1;101;12406.76568;4943;1124;39;169261;91614;55839;64069;8230
2015;1;1;84;22558.53175;2382;1217;20;216354;119854;81728;93483;11755
2015;1;1;18;8259.259259;3362;564;22;27881;53332;32371;34404;2033
2015;1;1;10;13616.66667;1993;0;3;41126;23083;17659;26333;8674
2015;1;1;20;19029.16667;1200;0;7;170199;63927;21699;41750;20051
2015;1;1;4;9479.166667;1870;0;0;807;8153;4731;5284;553
2015;1;1;1;11500;206;0;0;2430;1158;1300;1300;0
2015;1;0;2;10750;76;0;0;4757;528;488;664;176
2015;1;0;8;8750;38;0;0;3997;1303;1614;1930;316
2015;1;1;135;11740.12346;3568;1066;41;128356;101456;82954;83979;1025
2015;1;1;7;9107.142857;1600;30;15;516652;15933;12502;18134;5632
2015;1;1;6;5680.555556;0;439;4;8672;7711;18488;12331;-6157
2015;1;1;26;7897.435897;6294;1150;8;63389;102394;67230;96271;29041
2015;1;1;181;23332.87293;79;0;6;513121;667865;505446;678231;172785
2015;1;1;7;9761.904762;3050;0;6;291131;22012;20812;16332;-4480
2015;1;0;77;14903.67965;0;0;0;7407;155795;0;0;0
2015;1;1;102;16138.88889;4599;1316;32;81848;111250;67202;60258;-6944
2015;1;1;7;714.2857143;100;0;0;11719;871;817;824;7
2015;1;1;86;10259.68992;9146;1056;45;150583;105033;57343;69105;11762
2015;1;1;17;11774.5098;1320;227;3;9906;22874;13968;14894;926
2015;1;1;5;933.3333333;100;0;0;3806;872;711;714;3
2015;1;1;78;18987.17949;2411;608;26;94861;68294;46276;42473;-3803
2015;1;1;38;8717.105263;3684;458;18;67111;19700;11242;19630;8388
2015;1;1;25;22360;6285;0;20;33872;32450;32110;36599;4489
2015;1;0;3;8972.222222;0;0;0;1031;787;281;320;39
2015;1;1;122;8872.95082;3537;1592;33;131234;83133;38806;39177;371
2015;1;1;223;12877.80269;5414;2501;55;343431;284311;162236;163593;1357
2015;1;1;27;9586.419753;2891;372;19;32616;21635;12249;13576;1327
2015;1;1;128;14059.89583;4971;1593;53;139888;124876;60369;64503;4134
2015;1;1;414;18794.68599;5551;4282.3;74;375589;396034;187139;212377;25238
2015;1;1;136;15289.82843;4485;1644;45;224168;141492;83142;84760;1618
2015;1;1;198;17932.65993;5423;1847;38;254161;185308;108819;111714;2895
2015;1;1;1;9416.666667;2;0;0;0;198;154;250;96
2015;1;1;5;1650;1780;0;12;8315;2557;813;920;107
2015;1;0;3;6500;118;0;0;1010;1234;2100;2100;0
2015;1;1;1;10000;400;0;4;1299;2452;777;890;113
2015;1;1;1;7250;1061;34;6;458;2055;1441;1634;193
2015;1;0;7;7500;0;0;0;1169;1942;1061;1707;646
2015;1;1;5;8733.333333;780;183;3;3929;7549;4155;4467;312
2015;1;1;3;9305.555556;1714;0;10;3885;18406;14744;14996;252
2015;1;1;8;2354.166667;2037;0;7;5028;4839;2184;4272;2088
2015;1;1;2;13375;601;0;0;355;1875;1656;1745;89
2015;1;1;1;8000;1225;0;4;14334;4387;701;525;-176
2015;1;1;3;3555.555556;210;0;3;860;998;665;700;35
2015;1;1;6;4833.333333;2020;0;5;8237;17138;14436;26733;12297
2015;1;1;1;4583.333333;400;0;0;0;1353;931;990;59
2015;1;1;4;8416.666667;1700;560;0;35553;22357;16046;19435;3389
2015;1;1;2;6583.333333;450;0;2;5577;2070;276;460;184
2015;1;1;14;7934.52381;989;298;7;23959;12811;8768;9998;1230
2015;1;1;21;8111.111111;3093;991;11;35671;36542;16493;29715;13222
2015;1;1;6;6958.333333;730;100;16;8869;2904;1523;1710;187
2015;1;1;9;1185.185185;2779;60;27;12752;2638;2754;2540;-214
2015;1;1;5;316.6666667;60;0;0;2139;236;141;153;12
2015;1;1;5;383.3333333;154;0;0;108;133;133;209;76
2015;1;1;22;9454.545455;2724;183;15;21911;13305;9693;9714;21
2015;1;1;33;7351.010101;4741;310;35;66841;24289;15690;14092;-1598
2015;1;1;17;7955.882353;2057;402;10;16169;15660;8847;9429;582
2015;1;1;1;6250;100;0;3;3190;302;98;158;60
2015;1;1;53;9290.880503;2263;592;19;54451;38073;25081;30989;5908
2015;1;1;47;7003.546099;3501;442;19;53177;27504;17169;17238;69
2015;1;1;77;11483.76623;2900;0;27;102189;34055;27686;21507;-6179
2015;1;1;1;12416.66667;1384;0;0;16359;8073;4358;7090;2732
2015;1;1;57;18959.06433;2520;758;34;473521;113128;81142;83460;2318
2015;1;1;1;18833.33333;500;0;0;16457;16051;7539;4671;-2868
2015;1;1;141;17863.47518;5512;1260;0;2394;153549;71385;86911;15526
2015;1;1;127;28610.23622;3185;2923;40;826245;352722;250448;265986;15538
2015;1;1;154;21432.90043;159;0;6;29070;115496;108422;145792;37370
2015;1;1;85;13916.66667;3975;885;29;166132;81780;94100;72374;-21726
2015;1;1;68;12621.32353;2837;215;19;110910;39353;27734;20046;-7688
2015;1;1;11;10219.69697;320;114.57;5;7421;5506;3987;4085;98
2015;1;1;3;6111.111111;388;123;4;2447;1989;1044;967;-77
2015;1;0;6;10125;0;22.44;3;13428;4050;2942;3100;158
2015;1;1;4;10958.33333;620;0;8;11738;5389;5601;5525;-76
2015;1;1;16;9604.166667;2130;408;8;26182;24246;10095;11698;1603
2015;1;1;8;12750;3886;49;12;59476;6612;12814;9373;-3441
2015;1;1;19;10035.08772;809;38;6;35719;11080;8586;3229;-5357
2015;1;1;6;12166.66667;1091;322.8;10;11156;8332;4035;4182;147
2015;1;1;3;8611.111111;307;0;6;517;1508;1019;1381;362
2015;1;1;50;13338.33333;1535;528;15;30725;39252;26825;27152;327
2015;1;0;4;10937.5;399;38;6;9663;2442;1856;2125;269
2015;1;1;12;11541.66667;1015;211;3;16149;9426;8685;10543;1858
2015;1;1;20;7520.833333;1529;24;1;15370;10109;13529;12321;-1208
2015;1;1;52;22488.78205;2781;41.14;15;311954;53938;44888;27552;-17336
2015;1;1;55;10727.27273;2424;846;2;29288;34094;15980;17421;1441
2015;1;1;34;14424.01961;2127;335;17;24194;23662;16536;21112;4576
2015;1;1;32;10210.9375;0;216;3;12394;13383;11193;12195;1002
2015;1;1;8;11697.91667;2294;0;6;5491;2370;1147;1285;138
2015;1;1;8;9562.5;101;212;2;3926;3995;8858;3591;-5267
2015;1;1;301;18405.03876;9442;2243;62;318005;294134;188907;191669;2762
2015;1;1;250;15214.66667;9030;1282;41;324503;195664;110879;112196;1317
2015;1;1;232;19594.46839;5631;3096.2;45;384755;283613;140756;162832;22076
2015;1;1;101;11512.37624;3418;1015;24;71474;68567;35933;32982;-2951
2015;1;1;14;9392.857143;327;0;4;11894;11225;9858;10244;386
